ruby,elixir,python,javascript,go,rust,java,scala,csharp,clojure,ecmascript,swift,cpp,php,lisp,lua,erlang,ocaml,c,coffeescript,groovy,dlang,perl5,bash,perl6,objective-c,r,plsql,sml,vbnet
3145,2750,2003,1852,1602,1201,994,729,404,399,322,235,208,191,145,135,79,65,39,35,26,22,21,6,4,3,2,0,0,0
