bash,c,clojure,coffeescript,cpp,csharp,dlang,ecmascript,elixir,erlang,go,groovy,java,javascript,lisp,lua,objective-c,ocaml,perl5,perl6,php,plsql,powershell,python,r,ruby,rust,scala,sml,swift,vbnet
6,39,399,35,208,404,22,322,2750,79,1602,26,994,1852,145,135,3,65,21,4,191,0,,2003,2,3145,1201,729,0,235,0
